Basic information,,,,Log2 Fold Change,,,,,,,,,Adjusted P-value,,,,,,,,,Normalized Peak Area: Samples,,,,,,,,,,,,,,,,,,,,,,,,Norm. Peak Area: Blanks (noise),,,,,,,Group CV [%],,,,,
ID,Name,Calc. MW,RT [min],"(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)","(P40, KO) / (P40, WT)","(P2, KO) / (P2, WT)","(E14_5, KO) / (E14_5, WT)","(P40, WT) / (P2, WT)","(P40, WT) / (E14_5, WT)","(P2, WT) / (E14_5, WT)","(P40, KO) / (P2, KO)","(P40, KO) / (E14_5, KO)","(P2, KO) / (E14_5, KO)",S01_P40_WT1,S02_P40_KO1,S03_P40_WT2,S04_P40_KO2,S05_P40_WT3,S06_P40_KO3,S07_P40_WT4,S08_P40_KO4,S09_P2_WT1,S10_P2_KO1,S11_P2_WT2,S12_P2_KO2,S13_P2_WT3,S14_P2_KO3,S15_P2_WT4,S16_P2_KO4,S17_E14_5_WT1,S18_E14_5_KO1,S19_E14_5_WT2,S20_E14_5_KO2,S21_E14_5_WT3,S22_E14_5_KO3,S23_E14_5_WT4,S24_E14_5_KO4,blank01,blank02,blank03,blank04,blank05,blank06,blank07,"E14_5, KO","E14_5, WT","P2, KO","P2, WT","P40, KO","P40, WT"
C344_HILIC,"1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine",805.5618,2.78,0.3,0.3,0.0,1.1,1.3,0.3,1.0,1.6,0.6,1.000,1.000,1.000,0.000,0.000,0.802,0.002,0.000,0.005,1.7E+09,1.2E+09,1.6E+09,2.0E+09,1.6E+09,2.0E+09,1.6E+09,1.9E+09,9.5E+08,1.3E+09,8.0E+08,9.3E+08,6.7E+08,9.8E+08,7.4E+08,9.3E+08,6.7E+08,6.4E+08,7.2E+08,6.3E+08,6.2E+08,6.5E+08,6.2E+08,6.0E+08,3.1E+07,3.1E+07,3.2E+07,3.3E+07,3.1E+07,3.0E+07,3.4E+07,3.6,7.5,16.3,15.2,21.8,3.5
C345_HILIC,"1-hexadecanoyl-2-[(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl]-sn-glycero-3-phosphocholine",807.5767,2.78,0.2,0.1,-0.1,0.5,0.2,-0.3,0.6,0.5,-0.1,1.000,1.000,1.000,0.232,1.000,0.769,0.472,0.683,1.000,1.1E+09,7.1E+08,1.1E+09,1.2E+09,9.9E+08,1.3E+09,1.1E+09,1.4E+09,8.7E+08,9.1E+08,7.2E+08,7.4E+08,6.0E+08,7.1E+08,9.1E+08,1.0E+09,9.9E+08,8.9E+08,1.0E+09,8.2E+08,8.7E+08,9.7E+08,9.0E+08,8.9E+08,2.0E+05,2.0E+05,2.0E+05,2.3E+05,2.2E+05,2.4E+05,2.2E+05,7.0,8.0,16.8,18.3,26.8,5.6
C346_HILIC,PC,809.5924,2.77,0.5,0.4,0.2,1.0,-0.1,-1.1,1.1,0.2,-0.9,1.000,1.000,1.000,0.015,1.000,0.004,0.140,1.000,0.091,7.7E+08,4.5E+08,8.1E+08,1.2E+09,6.9E+08,1.1E+09,7.6E+08,1.1E+09,4.3E+08,7.2E+08,3.6E+08,4.7E+08,2.6E+08,4.0E+08,4.1E+08,5.5E+08,7.9E+08,8.0E+08,1.0E+09,1.1E+09,7.8E+08,9.6E+08,8.4E+08,9.1E+08,4.2E+06,3.2E+06,1.8E+06,4.2E+06,4.9E+06,5.3E+06,5.8E+06,11.6,13.7,26.2,21.3,35.8,6.7
C347_HILIC,"1-Octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphoserine",835.5363,2.09,0.8,0.4,-0.1,0.2,-1.0,-1.2,0.6,0.0,-0.7,1.000,1.000,1.000,1.000,0.111,0.018,1.000,1.000,0.287,8.0E+08,5.0E+08,7.7E+08,1.9E+09,7.4E+08,1.5E+09,8.5E+08,1.4E+09,6.4E+08,1.1E+09,7.3E+08,7.7E+08,3.8E+08,5.6E+08,7.8E+08,1.1E+09,1.7E+09,1.5E+09,1.8E+09,1.8E+09,1.4E+09,1.3E+09,1.4E+09,1.4E+09,4.3E+05,6.9E+05,6.3E+05,5.0E+05,4.0E+05,4.3E+05,1.3E+06,13.1,13.7,28.2,27.7,45.1,6.2
C348_HILIC,"(2R)-3-({[(2S)-2,3-Dihydroxypropoxy](hydroxy)phosphoryl}oxy)-2-[(4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoyloxy]propyl (4Z,7Z,10Z,13Z,16Z,19Z)-4,7,10,13,16,19-docosahexaenoate",866.5102,1.97,0.1,1.0,-0.3,2.3,3.3,1.0,1.4,3.8,2.3,1.000,0.562,1.000,0.000,0.000,0.002,0.000,0.000,0.000,1.9E+08,2.2E+08,2.0E+08,2.1E+08,2.0E+08,2.0E+08,1.9E+08,2.1E+08,3.9E+07,1.0E+08,5.4E+07,7.9E+07,4.0E+07,7.6E+07,3.6E+07,5.8E+07,2.1E+07,2.4E+07,2.2E+07,1.7E+07,1.7E+07,1.0E+07,1.7E+07,1.4E+07,1.8E+05,1.7E+05,2.2E+05,2.2E+05,1.9E+05,2.0E+05,1.7E+05,35.1,15.2,22.0,19.3,4.1,1.1
C349_HILIC,"(2R)-1-[(Hydroxy{[(2R,3R,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-[(9Z)-9-octadecenoyloxy]-2-propanyl (5Z,8Z,11Z,14Z)-5,8,11,14-icosatetraenoate",884.5411,2.09,0.7,0.3,-0.1,-0.9,-1.6,-0.8,-0.5,-0.9,-0.4,1.000,1.000,1.000,0.616,0.002,0.122,0.296,0.017,1.000,1.0E+08,5.8E+07,9.6E+07,1.9E+08,1.2E+08,1.7E+08,1.3E+08,1.8E+08,2.1E+08,3.2E+08,2.0E+08,2.0E+08,1.1E+08,1.7E+08,2.1E+08,3.0E+08,3.5E+08,3.2E+08,3.3E+08,3.0E+08,3.4E+08,3.4E+08,3.4E+08,3.2E+08,1.3E+05,1.5E+05,1.7E+05,1.4E+05,2.1E+05,1.4E+05,2.1E+05,5.7,2.9,29.2,26.8,41.3,14.2
c350_HILIC,Guanidinoethyl Sulfonate,167.0364,15.77,0.0,-0.9,-0.4,-1.0,-2.6,-1.6,-0.2,-2.2,-2.0,1.000,1.000,1.000,0.030,0.000,0.012,0.926,0.000,0.002,3.4E+06,4.8E+06,4.2E+06,3.7E+06,3.8E+06,2.7E+06,3.5E+06,3.6E+06,7.2E+06,4.0E+06,7.6E+06,4.0E+06,7.4E+06,4.1E+06,1.4E+07,1.2E+07,2.8E+07,2.2E+07,2.3E+07,1.3E+07,1.9E+07,1.4E+07,2.1E+07,1.8E+07,6.8E+04,7.2E+04,8.1E+04,4.6E+04,5.4E+04,6.0E+04,6.2E+04,24.9,17.7,64.2,37.0,23.8,9.8
c351_HILIC,Gabapentin,171.1259,2.65,1.0,0.2,-0.1,-1.1,-2.1,-1.0,-0.3,-1.1,-0.8,1.000,1.000,1.000,0.253,0.000,0.108,1.000,0.340,0.558,4.2E+06,1.5E+07,3.4E+06,7.7E+06,3.5E+06,5.8E+06,6.1E+06,7.8E+06,1.1E+07,1.3E+07,7.0E+06,8.7E+06,5.0E+06,5.9E+06,9.6E+06,1.0E+07,1.3E+07,1.9E+07,1.9E+07,1.9E+07,1.9E+07,9.5E+06,1.5E+07,1.4E+07,1.1E+06,3.6E+05,4.2E+05,8.2E+05,4.1E+05,4.7E+05,5.8E+05,29.7,17.6,32.0,34.3,45.5,28.3
c352_HILIC,"1,1,6-Trimethyl-1,2-dihydronaphthalene",172.1253,2.61,1.2,-0.4,0.0,-2.8,-3.9,-1.1,-1.1,-2.6,-1.5,1.000,1.000,1.000,0.044,0.001,0.791,0.539,0.041,1.000,5.8E+05,3.2E+06,1.3E+06,3.3E+06,4.5E+05,6.4E+05,1.3E+06,1.3E+06,8.5E+06,1.2E+07,4.2E+06,4.6E+06,1.9E+06,3.2E+06,1.3E+07,4.7E+06,8.5E+06,2.8E+07,1.7E+07,2.1E+07,2.1E+07,3.7E+06,1.1E+07,6.1E+06,5.4E+05,5.3E+05,5.3E+05,5.1E+05,5.8E+05,6.2E+05,6.4E+05,79.3,40.9,61.9,72.5,64.7,50.5
c353_HILIC,4-phenolsulfonic acid,173.9986,2.28,-0.3,0.1,-1.2,3.2,1.2,-2.0,2.8,2.1,-0.8,1.000,1.000,1.000,0.009,0.664,0.242,0.034,0.518,0.724,2.4E+07,2.1E+07,1.4E+07,9.2E+06,2.7E+07,3.2E+07,8.8E+06,4.1E+06,1.5E+06,1.1E+06,3.1E+06,2.8E+06,1.2E+06,1.5E+06,2.5E+06,3.2E+06,3.9E+06,4.1E+06,4.0E+06,2.5E+06,1.2E+07,1.6E+07,1.3E+07,3.3E+06,7.2E+04,7.3E+04,3.1E+05,7.8E+04,1.1E+05,6.2E+04,7.1E+04,98.7,59.7,47.0,42.8,74.7,45.9
c354_HILIC,nitrilotriacetic acid,191.0430,3.31,-0.5,0.5,0.4,0.4,0.5,0.2,-0.6,-0.4,0.2,1.000,1.000,1.000,1.000,1.000,1.000,0.989,1.000,1.000,3.1E+06,7.3E+06,6.9E+06,4.9E+06,7.6E+06,3.3E+06,5.6E+06,4.1E+06,5.4E+06,8.8E+06,4.6E+06,6.4E+06,5.2E+06,7.1E+06,2.9E+06,5.7E+06,4.1E+06,4.6E+06,2.7E+06,3.9E+06,4.6E+06,8.5E+06,6.4E+06,6.9E+06,1.2E+05,1.1E+05,7.2E+04,1.4E+05,1.6E+05,7.4E+04,7.6E+04,35.5,35.1,19.3,25.5,35.1,34.2
c355_HILIC,"1-Oxo-1,2,4-butanetricarboxylic acid",204.0271,3.11,-0.1,-0.2,1.1,-0.2,-0.5,-0.3,-0.2,-1.8,-1.6,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.022,0.055,8.6E+06,7.2E+06,6.8E+06,8.2E+06,8.9E+06,6.9E+06,6.9E+06,6.8E+06,1.2E+07,9.0E+06,8.8E+06,5.6E+06,7.9E+06,7.0E+06,9.0E+06,1.1E+07,1.3E+07,2.0E+07,5.6E+06,7.5E+06,1.2E+07,4.0E+07,9.6E+06,2.8E+07,2.4E+05,9.6E+04,2.2E+05,7.5E+04,8.4E+04,7.0E+04,6.9E+04,57.3,32.7,29.1,18.9,9.0,14.0
c356_HILIC,Leu-pro,228.1475,3.29,0.4,0.5,0.3,0.1,-0.3,-0.4,-0.1,-0.3,-0.2,1.000,1.000,1.000,1.000,0.908,0.699,1.000,1.000,1.000,1.6E+07,2.9E+07,1.4E+07,1.6E+07,1.4E+07,1.7E+07,1.4E+07,1.9E+07,1.5E+07,2.8E+07,1.2E+07,1.6E+07,1.4E+07,1.8E+07,1.3E+07,2.0E+07,1.7E+07,1.9E+07,2.5E+07,1.1E+07,1.6E+07,3.0E+07,1.8E+07,2.6E+07,3.0E+05,3.0E+05,3.0E+05,3.0E+05,2.7E+05,2.0E+05,3.6E+05,39.9,20.9,26.4,11.6,30.0,5.6
c357_HILIC,Leu-Val,230.1631,2.46,0.1,0.2,-0.4,2.0,3.1,1.1,2.0,3.6,1.7,1.000,1.000,1.000,0.043,0.000,0.026,0.051,0.000,0.005,4.1E+07,4.6E+07,3.6E+07,3.9E+07,4.8E+07,1.8E+07,2.0E+07,4.3E+07,2.8E+07,1.1E+07,8.7E+06,9.8E+06,9.9E+06,2.3E+07,9.1E+06,1.0E+07,4.3E+06,3.5E+06,5.1E+06,2.8E+06,4.4E+06,3.4E+06,2.9E+06,3.3E+06,6.0E+05,5.4E+05,6.4E+05,6.2E+05,8.0E+05,6.8E+05,5.5E+05,10.4,22.6,47.0,68.3,34.5,32.9
c358_HILIC,"1D-myo-Inositol 1,2-cyclic phosphate",242.0192,17.56,0.2,0.2,-0.4,0.5,-0.4,-0.8,0.5,0.2,-0.3,1.000,1.000,1.000,1.000,0.834,0.109,1.000,1.000,0.892,7.5E+06,1.0E+07,7.8E+06,8.6E+06,8.4E+06,4.4E+06,6.8E+06,8.6E+06,8.2E+06,6.0E+06,5.8E+06,6.5E+06,5.1E+06,7.9E+06,5.3E+06,5.6E+06,1.1E+07,1.0E+07,1.1E+07,7.7E+06,9.1E+06,7.2E+06,8.2E+06,7.8E+06,5.7E+04,4.9E+04,5.7E+04,7.1E+04,5.6E+04,7.0E+04,6.9E+04,17.5,12.8,14.9,23.9,31.2,8.7
c359_HILIC,"1-deoxy-D-threo-hexo-2,5-diulose 6-phosphate",242.0192,13.23,-0.1,-0.1,-0.2,-0.1,-0.9,-0.9,0.0,-0.8,-0.8,1.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,2.8E+06,3.2E+06,2.9E+06,2.5E+06,2.8E+06,2.8E+06,2.9E+06,2.5E+06,3.5E+06,3.1E+06,3.0E+06,2.5E+06,2.8E+06,2.6E+06,2.9E+06,2.8E+06,5.7E+06,5.1E+06,5.7E+06,3.6E+06,5.2E+06,4.9E+06,4.7E+06,4.6E+06,7.8E+04,7.7E+04,8.6E+04,8.3E+04,8.3E+04,9.1E+04,7.2E+04,15.1,8.9,8.7,11.2,12.5,1.2
c360_HILIC,Dihydrouridine,246.0851,8.30,-0.3,0.1,-0.8,-1.6,-1.3,0.3,-2.0,-0.9,1.2,1.000,1.000,1.000,0.003,0.016,1.000,0.000,0.519,0.014,9.6E+06,1.2E+07,9.4E+06,6.7E+06,1.1E+07,7.9E+06,9.0E+06,7.3E+06,3.0E+07,3.3E+07,2.7E+07,2.6E+07,2.4E+07,3.0E+07,3.3E+07,3.5E+07,2.6E+07,1.1E+07,3.1E+07,1.8E+07,2.2E+07,2.1E+07,1.4E+07,6.3E+06,3.6E+05,4.9E+05,4.6E+05,8.8E+05,5.6E+05,2.6E+05,4.0E+05,47.1,30.7,12.5,12.9,27.2,8.5
c361_HILIC,beta-Aspartylaspartic acid,248.0645,18.85,-0.2,0.1,0.1,1.6,3.1,1.5,1.3,2.9,1.5,1.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,8.8E+06,1.1E+07,1.0E+07,8.5E+06,9.9E+06,8.5E+06,9.3E+06,8.6E+06,3.4E+06,3.6E+06,3.0E+06,2.9E+06,3.1E+06,3.3E+06,3.4E+06,4.0E+06,1.4E+06,1.5E+06,1.0E+06,1.0E+06,1.2E+06,1.3E+06,1.0E+06,9.9E+05,1.9E+05,2.0E+05,2.0E+05,2.2E+05,2.1E+05,1.8E+05,1.8E+05,21.7,15.9,13.6,5.7,14.4,5.9
c362_HILIC,Palmitic Acid,256.2402,2.15,0.9,0.4,0.3,0.0,-0.8,-0.7,0.4,-0.2,-0.6,0.821,1.000,1.000,1.000,0.278,0.452,0.909,1.000,0.729,2.2E+09,8.4E+09,3.0E+09,4.5E+09,2.0E+09,4.8E+09,3.0E+09,3.9E+09,2.7E+09,4.1E+09,2.6E+09,2.9E+09,2.9E+09,2.5E+09,2.3E+09,5.8E+09,4.8E+09,3.7E+09,2.8E+09,5.3E+09,4.0E+09,5.3E+09,5.5E+09,7.3E+09,2.4E+08,2.3E+08,2.3E+08,2.1E+08,2.2E+08,2.1E+08,2.1E+08,27.1,28.1,38.0,10.3,37.9,19.7
c363_HILIC,L-Hexanoylcarnitine,259.1785,3.39,-0.2,-0.6,-0.4,-2.1,-5.1,-3.0,-1.8,-5.0,-3.2,1.000,1.000,1.000,0.000,0.000,0.000,0.001,0.000,0.000,2.0E+06,1.9E+06,1.5E+06,1.3E+06,1.9E+06,9.3E+05,1.3E+06,1.6E+06,1.2E+07,4.9E+06,5.8E+06,2.6E+06,5.3E+06,5.0E+06,9.0E+06,5.3E+06,5.8E+07,5.9E+07,5.1E+07,4.2E+07,6.3E+07,4.5E+07,6.7E+07,4.9E+07,2.9E+05,1.3E+05,1.6E+05,1.8E+05,2.3E+05,2.6E+05,2.3E+05,15.1,11.6,27.4,40.3,29.5,19.2
c364_HILIC,Margaric acid,270.2558,2.15,1.2,0.4,0.3,1.0,-0.1,-1.1,1.9,0.9,-1.0,0.600,1.000,1.000,0.193,1.000,0.219,0.002,0.180,0.232,1.9E+07,6.6E+07,2.1E+07,3.4E+07,1.3E+07,6.1E+07,2.7E+07,3.2E+07,1.1E+07,1.3E+07,1.2E+07,1.0E+07,8.7E+06,1.3E+07,9.6E+06,1.9E+07,2.3E+07,1.9E+07,9.7E+06,2.8E+07,2.0E+07,2.5E+07,2.9E+07,2.9E+07,5.5E+06,5.6E+06,5.5E+06,5.3E+06,5.8E+06,5.7E+06,5.7E+06,16.9,39.0,25.3,14.6,36.8,28.7
c365_HILIC,1-deoxy-D-altro-heptulose 7-phosphate,274.0453,16.63,-0.3,0.7,-0.1,-1.3,-1.4,-0.1,-2.3,-1.6,0.8,1.000,1.000,1.000,0.001,0.000,1.000,0.000,0.000,0.039,4.7E+06,5.8E+06,4.3E+06,2.9E+06,6.3E+06,4.5E+06,3.4E+06,2.8E+06,1.3E+07,2.2E+07,1.1E+07,1.7E+07,9.1E+06,1.5E+07,1.2E+07,2.0E+07,1.2E+07,1.1E+07,1.3E+07,9.4E+06,1.1E+07,1.1E+07,1.1E+07,1.1E+07,6.0E+04,4.8E+04,8.1E+04,4.3E+04,1.0E+05,5.8E+04,5.2E+04,7.9,9.8,17.1,13.3,34.9,25.6
c366_HILIC,Oleic acid,282.2558,2.63,0.5,0.3,-0.2,2.6,2.7,0.0,2.8,3.4,0.5,1.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,2.1E+08,3.2E+08,2.1E+08,2.7E+08,1.7E+08,2.5E+08,1.8E+08,3.0E+08,6.4E+07,4.1E+07,2.4E+07,2.2E+07,2.9E+07,3.8E+07,3.4E+07,5.2E+07,2.6E+07,2.8E+07,2.9E+07,2.0E+07,3.6E+07,4.5E+07,3.3E+07,2.7E+07,7.4E+06,8.3E+06,6.8E+06,6.8E+06,7.1E+06,6.5E+06,6.2E+06,35.5,13.9,32.6,47.2,10.8,11.1
c367_HILIC,Oleic acid,282.2558,2.15,0.3,0.0,-0.3,1.8,2.5,0.7,2.0,3.0,1.0,1.000,1.000,1.000,0.000,0.000,0.003,0.000,0.000,0.000,4.5E+09,5.9E+09,4.5E+09,4.9E+09,4.1E+09,5.6E+09,4.8E+09,5.1E+09,1.5E+09,1.6E+09,1.2E+09,1.1E+09,1.1E+09,1.2E+09,1.5E+09,1.5E+09,8.1E+08,7.5E+08,7.5E+08,5.3E+08,8.2E+08,7.9E+08,8.0E+08,6.1E+08,1.1E+07,1.1E+07,1.1E+07,1.1E+07,1.1E+07,9.8E+06,1.1E+07,18.0,3.7,18.6,16.4,8.9,6.4
c368_HILIC,Spiroxamine,297.2669,2.68,0.3,0.4,0.1,0.3,-0.6,-1.0,0.3,-0.4,-0.7,1.000,1.000,1.000,1.000,0.209,0.017,1.000,1.000,0.267,9.2E+06,2.1E+07,9.1E+06,9.4E+06,1.0E+07,1.3E+07,9.0E+06,9.7E+06,8.0E+06,1.4E+07,6.4E+06,9.6E+06,6.0E+06,7.1E+06,9.4E+06,9.3E+06,1.3E+07,1.2E+07,1.4E+07,1.5E+07,1.5E+07,1.7E+07,1.4E+07,1.5E+07,3.2E+05,3.0E+05,3.3E+05,4.4E+05,3.0E+05,2.5E+05,2.8E+05,13.6,6.2,29.7,20.8,39.7,5.9
c369_HILIC,Dihomo-gamma-linolenic acid,306.2559,2.63,0.5,0.0,0.0,0.3,0.9,0.6,0.7,1.4,0.6,1.000,1.000,1.000,1.000,0.049,0.196,0.324,0.002,0.341,5.1E+06,8.4E+06,6.1E+06,6.0E+06,4.5E+06,6.0E+06,4.2E+06,7.1E+06,7.4E+06,6.1E+06,3.6E+06,3.2E+06,3.1E+06,3.4E+06,4.4E+06,4.5E+06,1.9E+06,1.8E+06,2.9E+06,2.2E+06,2.3E+06,3.8E+06,3.2E+06,2.9E+06,2.2E+05,1.7E+05,3.1E+05,2.1E+05,2.5E+05,2.2E+05,2.0E+05,32.6,20.9,30.9,41.7,16.5,16.7
c370_HILIC,1-Hexadecanoylpyrrolidine,309.3032,2.63,0.6,0.3,0.1,-0.7,-2.3,-1.6,-0.4,-1.8,-1.4,0.805,1.000,1.000,0.179,0.000,0.000,1.000,0.000,0.001,5.3E+06,1.8E+07,5.5E+06,7.5E+06,4.9E+06,8.4E+06,5.6E+06,8.1E+06,9.2E+06,1.3E+07,8.8E+06,9.1E+06,5.7E+06,9.3E+06,1.3E+07,1.2E+07,2.7E+07,2.6E+07,2.7E+07,2.7E+07,2.9E+07,3.2E+07,2.7E+07,2.9E+07,5.6E+05,5.4E+05,6.5E+05,5.8E+05,5.5E+05,5.2E+05,5.6E+05,9.5,4.9,19.9,30.7,49.0,6.2
c371_HILIC,2'-deamino-2'-hydroxy-6'-dehydroparomamine,322.1376,16.21,0.0,0.1,-0.1,-0.2,-1.5,-1.3,-0.3,-1.3,-1.1,1.000,1.000,1.000,1.000,0.000,0.000,0.313,0.000,0.000,2.3E+06,2.4E+06,2.4E+06,1.8E+06,2.4E+06,2.4E+06,1.9E+06,2.5E+06,2.7E+06,3.6E+06,2.7E+06,2.5E+06,2.4E+06,2.8E+06,2.6E+06,2.9E+06,7.8E+06,7.1E+06,7.0E+06,5.4E+06,5.7E+06,6.8E+06,5.8E+06,4.8E+06,6.2E+04,7.9E+04,7.6E+04,6.2E+04,1.1E+05,5.7E+04,5.7E+04,18.2,15.9,16.4,5.6,13.3,10.1
c372_HILIC,Oleoylethanolamide,325.2982,2.65,0.3,0.6,-0.3,1.6,0.7,-0.9,1.3,1.3,0.0,1.000,1.000,1.000,0.000,0.018,0.010,0.000,0.000,1.000,2.6E+07,4.2E+07,2.7E+07,2.3E+07,2.5E+07,3.4E+07,2.5E+07,2.7E+07,8.6E+06,1.7E+07,8.4E+06,1.3E+07,8.2E+06,1.0E+07,1.2E+07,1.3E+07,1.5E+07,1.6E+07,1.8E+07,1.2E+07,1.6E+07,1.3E+07,1.5E+07,1.2E+07,4.5E+05,4.3E+05,4.7E+05,4.2E+05,4.5E+05,3.7E+05,4.6E+05,14.3,8.6,22.2,18.7,26.3,3.7
c373_HILIC,Docosatetraenoic acid,332.2715,2.62,0.5,0.2,-0.1,1.1,1.0,-0.1,1.4,1.6,0.2,1.000,1.000,1.000,0.184,0.109,1.000,0.032,0.006,1.000,7.9E+06,1.3E+07,8.4E+06,9.2E+06,5.9E+06,7.0E+06,6.5E+06,1.1E+07,7.1E+06,6.3E+06,3.1E+06,3.2E+06,2.1E+06,2.8E+06,3.8E+06,4.4E+06,2.7E+06,2.4E+06,4.3E+06,3.1E+06,4.0E+06,5.0E+06,3.4E+06,3.6E+06,2.2E+05,1.6E+05,3.0E+05,2.0E+05,2.3E+05,1.9E+05,1.8E+05,31.0,19.6,37.1,53.4,24.6,16.1
c374_HILIC,N4-(beta-N-Acetyl-D-glucosaminyl)-L-asparagine,335.1329,17.11,0.0,0.0,-0.3,0.6,0.6,0.0,0.6,0.9,0.3,1.000,1.000,1.000,0.045,0.026,1.000,0.054,0.004,1.000,3.4E+07,3.9E+07,3.3E+07,3.2E+07,3.0E+07,2.2E+07,3.0E+07,3.2E+07,2.5E+07,2.3E+07,2.0E+07,1.8E+07,1.9E+07,2.1E+07,2.3E+07,2.3E+07,2.6E+07,2.3E+07,2.1E+07,1.8E+07,2.2E+07,1.7E+07,1.8E+07,1.8E+07,2.7E+05,2.5E+05,2.2E+05,2.0E+05,2.5E+05,2.1E+05,2.3E+05,15.9,13.9,11.3,11.4,22.1,5.9
c375_HILIC,Dodecanoylcarnitine,343.2723,4.44,-0.4,-0.6,-0.4,0.2,-0.7,-0.9,0.3,-0.7,-1.1,1.000,1.000,1.000,1.000,0.313,0.170,0.957,0.068,0.004,2.0E+07,1.7E+07,1.9E+07,1.4E+07,1.9E+07,7.7E+06,1.5E+07,1.4E+07,2.3E+07,1.2E+07,1.2E+07,4.8E+06,1.6E+07,1.0E+07,1.7E+07,1.2E+07,3.0E+07,2.7E+07,3.3E+07,2.2E+07,2.9E+07,2.2E+07,2.4E+07,2.4E+07,1.0E+05,1.2E+05,1.2E+05,1.0E+05,1.6E+05,1.0E+05,1.2E+05,11.3,13.3,34.9,26.6,30.1,11.8
c376_HILIC,Dodecanoylcarnitine,343.2723,3.31,-0.6,-0.6,-0.3,0.3,-0.5,-0.9,0.4,-0.8,-1.2,1.000,1.000,1.000,1.000,0.444,0.164,0.999,0.070,0.005,2.9E+07,2.9E+07,3.3E+07,2.0E+07,3.3E+07,1.2E+07,2.2E+07,2.1E+07,3.5E+07,1.9E+07,1.8E+07,8.2E+06,2.4E+07,1.7E+07,2.5E+07,1.5E+07,5.3E+07,5.0E+07,5.5E+07,3.2E+07,3.7E+07,3.3E+07,3.7E+07,3.8E+07,1.5E+05,1.0E+05,2.1E+05,1.7E+05,1.9E+05,8.6E+04,1.1E+05,21.2,20.8,31.1,28.9,34.0,18.0
c377_HILIC,"1-Phenyl-1,3-octadecanedione",358.2872,2.13,0.0,-0.1,-0.2,-3.0,-2.5,0.5,-2.9,-2.3,0.6,1.000,1.000,1.000,0.000,0.000,0.996,0.000,0.000,0.516,2.9E+06,4.4E+06,7.4E+06,4.2E+06,5.3E+06,4.8E+06,3.1E+06,3.7E+06,3.7E+07,3.7E+07,3.0E+07,2.6E+07,2.0E+07,2.3E+07,3.6E+07,4.1E+07,2.4E+07,2.0E+07,2.4E+07,1.5E+07,2.5E+07,2.6E+07,1.9E+07,2.1E+07,1.2E+05,1.3E+05,1.4E+05,1.2E+05,1.6E+05,1.0E+05,1.5E+05,21.7,12.9,27.2,24.5,11.1,45.8
c378_HILIC,trans-2-Tetradecenoylcarnitine,369.2881,3.31,-0.6,-0.7,-0.3,0.8,-1.6,-2.3,0.9,-1.9,-2.7,1.000,1.000,1.000,0.346,0.001,0.000,0.299,0.000,0.000,2.9E+07,2.4E+07,2.7E+07,1.8E+07,2.9E+07,9.2E+06,2.2E+07,1.9E+07,2.1E+07,1.3E+07,1.3E+07,7.2E+06,1.1E+07,6.7E+06,2.0E+07,1.3E+07,1.0E+08,9.4E+07,9.3E+07,5.9E+07,6.9E+07,6.4E+07,6.6E+07,6.9E+07,1.5E+05,1.0E+05,2.1E+05,1.6E+05,1.8E+05,8.0E+04,1.0E+05,21.8,21.8,35.6,28.7,34.9,11.5
c379_HILIC,Testosterone isocaproate,386.2825,1.97,0.4,0.3,-0.1,-0.5,-1.8,-1.3,-0.4,-1.4,-1.0,1.000,1.000,1.000,1.000,0.068,0.286,0.752,0.051,0.944,3.6E+06,6.8E+05,4.1E+06,5.2E+06,4.3E+06,7.7E+06,5.8E+06,5.5E+06,7.1E+06,7.7E+06,4.5E+06,6.2E+06,3.6E+06,5.0E+06,9.7E+06,1.3E+07,1.5E+07,1.5E+07,2.3E+07,1.4E+07,1.4E+07,1.4E+07,1.2E+07,1.1E+07,1.1E+05,1.1E+05,1.6E+05,1.1E+05,1.2E+05,1.2E+05,1.1E+05,13.7,31.2,42.1,44.4,61.6,21.5
